,fluxes,kcat,MW,kcat_MW,equ
TGBPA_reverse_num2,0.0,11962.53261,77.9206,153.5220803,dhap_c + g3p_c --> tagdp__D_c
HACD4_reverse_num2,0.0,31565.19803,77.0722,409.55361380000005,3hdcoa_c + nad_c --> 3odcoa_c + h_c + nadh_c
HACD7_reverse_num2,0.0,23943.32058,159.1878,150.40926869999998,3hhdcoa_c + nad_c --> 3ohdcoa_c + h_c + nadh_c
HACD1_reverse_num2,0.0,41623.13358,77.0722,540.0537883,3hbcoa_c + nad_c --> aacoa_c + h_c + nadh_c
HACD2_reverse_num2,0.0,39702.90928,77.0722,515.1391718,3hhcoa_c + nad_c --> 3ohcoa_c + h_c + nadh_c
NDPK7_reverse_num2,0.0,10352.40646,61.8538,167.3689646,adp_c + dctp_c --> atp_c + dcdp_c
NDPK2_reverse_num2,0.0,13143.65765,61.8538,212.4955565,adp_c + utp_c --> atp_c + udp_c
NDPK3_reverse_num2,0.0,23476.2708,23.586,995.3476978,adp_c + ctp_c --> atp_c + cdp_c
NDPK4_reverse_num2,0.0,25751.50973,61.8538,416.328661,adp_c + dttp_c --> atp_c + dtdp_c
NDPK1_reverse_num2,0.0,9805.867045,61.8538,158.53297690000002,adp_c + gtp_c --> atp_c + gdp_c
PGMT_reverse_num2,12.240766247238092,29407.45925,20.7798,1415.194528,g6p_c --> g1p_c
PGMT_reverse_num3,0.0,29407.45925,23.5649,1247.93482,g6p_c --> g1p_c
UMPK_reverse_num2,0.0,27813.81124,155.8216,178.49778999999998,adp_c + udp_c --> atp_c + ump_c
F6PA_reverse_num2,0.0,19796.270809999998,23.5552,840.4204087000002,dha_c + g3p_c --> f6p_c
SDPTA_reverse_num2,0.0370949,27000.0,44.7291,603.6338758999999,glu__L_c + sl2a6o_c --> akg_c + sl26da_c
SDPTA_reverse_num3,0.0,27000.0,87.5339,308.4519255,glu__L_c + sl2a6o_c --> akg_c + sl26da_c
SDPTA_reverse_num4,0.0,27000.0,87.3307,309.1696276,glu__L_c + sl2a6o_c --> akg_c + sl26da_c
SDPTA_reverse_num5,0.0,27000.0,79.5666,339.33836560000003,glu__L_c + sl2a6o_c --> akg_c + sl26da_c
FCLPA_reverse_num2,0.0,19739.33073,95.1013,207.5611031,dhap_c + lald__L_c --> fc1p_c
ASPK_reverse_num2,0.0,131867.8614,356.481,369.9155394,4pasp_c + adp_c --> asp__L_c + atp_c
ASPK_reverse_num3,0.0,131867.8614,97.0635,1358.5731130000001,4pasp_c + adp_c --> asp__L_c + atp_c
OCBT_reverse_num2,0.0,19557.83972,110.4814,177.02382230000003,citr__L_c + h_c + pi_c --> cbp_c + orn_c
PHETA1_reverse_num2,0.0185265,31007.86386,87.0756,356.1027872,glu__L_c + phpyr_c --> akg_c + phe__L_c
PHETA1_reverse_num3,0.0,31007.86386,204.5619,151.5818139,glu__L_c + phpyr_c --> akg_c + phe__L_c
ACOTA_reverse_num2,0.0,32625.37856,87.3307,373.58430150000004,acg5sa_c + glu__L_c --> acorn_c + akg_c
ACOTA_reverse_num3,0.0,32625.37856,87.5339,372.71706800000004,acg5sa_c + glu__L_c --> acorn_c + akg_c
ACOTA_reverse_num4,0.0295792,32625.37856,44.7291,729.3993968,acg5sa_c + glu__L_c --> acorn_c + akg_c
HSDy_reverse_num2,0.0,638760.4157,356.481,1791.84982,aspsa_c + h_c + nadph_c --> hom__L_c + nadp_c
GLUtex_reverse_num2,0.0,,,,glu__L_p --> glu__L_e
GLUtex_reverse_num3,0.0,,,,glu__L_p --> glu__L_e
GLUtex_reverse_num4,0.0,,,,glu__L_p --> glu__L_e
GLYtex_reverse_num2,0.0,,,,gly_p --> gly_e
GLYtex_reverse_num3,0.0,,,,gly_p --> gly_e
GLYtex_reverse_num4,0.0,,,,gly_p --> gly_e
GLYALDtex_reverse_num2,0.0,,,,glyald_p --> glyald_e
GLYALDtex_reverse_num3,0.0,,,,glyald_p --> glyald_e
GLYALDtex_reverse_num4,0.0,,,,glyald_p --> glyald_e
GLYBtex_reverse_num2,0.0,,,,glyb_p --> glyb_e
GLYBtex_reverse_num3,0.0,,,,glyb_p --> glyb_e
GLYBtex_reverse_num4,0.0,,,,glyb_p --> glyb_e
GLYCtex_reverse_num2,0.0,,,,glyc_p --> glyc_e
GLYCtex_reverse_num3,0.0,,,,glyc_p --> glyc_e
GLYCtex_reverse_num4,0.0,,,,glyc_p --> glyc_e
GLYC3Ptex_reverse_num2,0.0,,,,glyc3p_p --> glyc3p_e
GLYC3Ptex_reverse_num3,0.0,,,,glyc3p_p --> glyc3p_e
GLYC3Ptex_reverse_num4,0.0,,,,glyc3p_p --> glyc3p_e
GLYCLTtex_reverse_num2,0.0,,,,glyclt_p --> glyclt_e
GLYCLTtex_reverse_num3,0.0,,,,glyclt_p --> glyclt_e
GLYCLTtex_reverse_num4,0.0,,,,glyclt_p --> glyclt_e
GTPtex_reverse_num2,0.0,,,,gtp_p --> gtp_e
GTPtex_reverse_num3,0.0,,,,gtp_p --> gtp_e
GTPtex_reverse_num4,0.0,,,,gtp_p --> gtp_e
Htex_reverse_num2,0.0,,,,h_p --> h_e
Htex_reverse_num3,0.0,,,,h_p --> h_e
Htex_reverse_num4,0.0,,,,h_p --> h_e
H2tex_reverse_num2,0.0,,,,h2_p --> h2_e
H2tex_reverse_num3,0.0,,,,h2_p --> h2_e
H2tex_reverse_num4,0.0,,,,h2_p --> h2_e
H2Otex_reverse_num2,0.0,,,,h2o_p --> h2o_e
H2Otex_reverse_num3,0.0,,,,h2o_p --> h2o_e
H2Otex_reverse_num4,0.0,,,,h2o_p --> h2o_e
H2Otex_reverse_num5,0.0,,,,h2o_p --> h2o_e
H2Otex_reverse_num6,0.0,,,,h2o_p --> h2o_e
H2Otex_reverse_num7,0.0,,,,h2o_p --> h2o_e
H2Otex_reverse_num8,0.0,,,,h2o_p --> h2o_e
DAPtex_reverse_num2,0.0,,,,15dap_p --> 15dap_e
DAPtex_reverse_num3,0.0,,,,15dap_p --> 15dap_e
DAPtex_reverse_num4,0.0,,,,15dap_p --> 15dap_e
12PPDStex_reverse_num2,0.0,,,,12ppd__S_p --> 12ppd__S_e
12PPDStex_reverse_num3,0.0,,,,12ppd__S_p --> 12ppd__S_e
12PPDStex_reverse_num4,0.0,,,,12ppd__S_p --> 12ppd__S_e
DDGLCNtex_reverse_num2,0.0,,,,2ddglcn_p --> 2ddglcn_e
DDGLCNtex_reverse_num3,0.0,,,,2ddglcn_p --> 2ddglcn_e
DDGLCNtex_reverse_num4,0.0,,,,2ddglcn_p --> 2ddglcn_e
26DAHtex_reverse_num2,0.0,,,,26dap__M_p --> 26dap__M_e
26DAHtex_reverse_num3,0.0,,,,26dap__M_p --> 26dap__M_e
26DAHtex_reverse_num4,0.0,,,,26dap__M_p --> 26dap__M_e
HCINNMtex_reverse_num2,0.0,,,,3hcinnm_p --> 3hcinnm_e
HCINNMtex_reverse_num3,0.0,,,,3hcinnm_p --> 3hcinnm_e
HCINNMtex_reverse_num4,0.0,,,,3hcinnm_p --> 3hcinnm_e
HPPPNtex_reverse_num2,0.0,,,,3hpppn_p --> 3hpppn_e
HPPPNtex_reverse_num3,0.0,,,,3hpppn_p --> 3hpppn_e
HPPPNtex_reverse_num4,0.0,,,,3hpppn_p --> 3hpppn_e
ACtex_reverse_num2,0.0,,,,ac_p --> ac_e
ACtex_reverse_num3,0.0,,,,ac_p --> ac_e
ACtex_reverse_num4,0.0,,,,ac_p --> ac_e
ACALDtex_reverse_num2,0.0,,,,acald_p --> acald_e
ACALDtex_reverse_num3,0.0,,,,acald_p --> acald_e
ACALDtex_reverse_num4,0.0,,,,acald_p --> acald_e
ACMANAtex_reverse_num2,0.0,,,,acmana_p --> acmana_e
ACMANAtex_reverse_num3,0.0,,,,acmana_p --> acmana_e
ACMANAtex_reverse_num4,0.0,,,,acmana_p --> acmana_e
ACACT2r_reverse_num2,0.0,48623.593,81.7524,594.7665512,3ohcoa_c + coa_c --> accoa_c + btcoa_c
SUCFUMtpp_reverse_num2,0.0,,,,fum_c + succ_p --> fum_p + succ_c
SUCFUMtpp_reverse_num3,0.0,,,,fum_c + succ_p --> fum_p + succ_c
TRPt2rpp_reverse_num2,0.0,,,,h_c + trp__L_c --> h_p + trp__L_p
TRPt2rpp_reverse_num3,0.0,,,,h_c + trp__L_c --> h_p + trp__L_p
TYRt2rpp_reverse_num2,0.0,,,,h_c + tyr__L_c --> h_p + tyr__L_p
GALtex_reverse_num2,0.0,,,,gal_p --> gal_e
GALtex_reverse_num3,0.0,,,,gal_p --> gal_e
GALtex_reverse_num4,0.0,,,,gal_p --> gal_e
GALCTtex_reverse_num2,0.0,,,,galct__D_p --> galct__D_e
GALCTtex_reverse_num3,0.0,,,,galct__D_p --> galct__D_e
GALCTtex_reverse_num4,0.0,,,,galct__D_p --> galct__D_e
GALCTNtex_reverse_num2,0.0,,,,galctn__D_p --> galctn__D_e
GALCTNtex_reverse_num3,0.0,,,,galctn__D_p --> galctn__D_e
GALCTNtex_reverse_num4,0.0,,,,galctn__D_p --> galctn__D_e
GALTtex_reverse_num2,0.0,,,,galt_p --> galt_e
GALTtex_reverse_num3,0.0,,,,galt_p --> galt_e
GALTtex_reverse_num4,0.0,,,,galt_p --> galt_e
GALURtex_reverse_num2,0.0,,,,galur_p --> galur_e
GALURtex_reverse_num3,0.0,,,,galur_p --> galur_e
GALURtex_reverse_num4,0.0,,,,galur_p --> galur_e
TKT2_reverse_num2,0.0,149806.8491,73.0427,2050.948953,f6p_c + g3p_c --> e4p_c + xu5p__D_c
GAMtex_reverse_num2,0.0,,,,gam_p --> gam_e
GAMtex_reverse_num3,0.0,,,,gam_p --> gam_e
GAMtex_reverse_num4,0.0,,,,gam_p --> gam_e
GBBTNtex_reverse_num2,0.0,,,,gbbtn_p --> gbbtn_e
GBBTNtex_reverse_num3,0.0,,,,gbbtn_p --> gbbtn_e
GBBTNtex_reverse_num4,0.0,,,,gbbtn_p --> gbbtn_e
HIStex_reverse_num2,0.0,,,,his__L_p --> his__L_e
HIStex_reverse_num3,0.0,,,,his__L_p --> his__L_e
HIStex_reverse_num4,0.0,,,,his__L_p --> his__L_e
HXAtex_reverse_num2,0.0,,,,hxa_p --> hxa_e
HXAtex_reverse_num3,0.0,,,,hxa_p --> hxa_e
HXAtex_reverse_num4,0.0,,,,hxa_p --> hxa_e
HYXNtex_reverse_num2,0.0,,,,hxan_p --> hxan_e
HYXNtex_reverse_num3,0.0,,,,hxan_p --> hxan_e
HYXNtex_reverse_num4,0.0,,,,hxan_p --> hxan_e
IDONtex_reverse_num2,0.0,,,,idon__L_p --> idon__L_e
IDONtex_reverse_num3,0.0,,,,idon__L_p --> idon__L_e
IDONtex_reverse_num4,0.0,,,,idon__L_p --> idon__L_e
ILEtex_reverse_num2,0.0,,,,ile__L_p --> ile__L_e
ILEtex_reverse_num3,0.0,,,,ile__L_p --> ile__L_e
ILEtex_reverse_num4,0.0,,,,ile__L_p --> ile__L_e
INSTtex_reverse_num2,0.0,,,,inost_p --> inost_e
INSTtex_reverse_num3,0.0,,,,inost_p --> inost_e
INSTtex_reverse_num4,0.0,,,,inost_p --> inost_e
Ktex_reverse_num2,0.0,,,,k_p --> k_e
Ktex_reverse_num3,0.0,,,,k_p --> k_e
Ktex_reverse_num4,0.0,,,,k_p --> k_e
D_LACtex_reverse_num2,0.0,,,,lac__D_p --> lac__D_e
D_LACtex_reverse_num3,0.0,,,,lac__D_p --> lac__D_e
D_LACtex_reverse_num4,0.0,,,,lac__D_p --> lac__D_e
FRULYStex_reverse_num2,0.0,,,,frulys_p --> frulys_e
FRULYStex_reverse_num3,0.0,,,,frulys_p --> frulys_e
FRULYStex_reverse_num4,0.0,,,,frulys_p --> frulys_e
GALCTt2rpp_reverse_num2,0.0,,,,galct__D_c + h_c --> galct__D_p + h_p
ASPtex_reverse_num2,0.0,,,,asp__L_p --> asp__L_e
ASPtex_reverse_num3,0.0,,,,asp__L_p --> asp__L_e
ASPtex_reverse_num4,0.0,,,,asp__L_p --> asp__L_e
ATPS4rpp_reverse_num2,0.0,394887.4078,530.0127,745.0527276,atp_c + h2o_c + 3.0 h_c --> adp_c + 4.0 h_p + pi_c
INDOLEtex_reverse_num2,0.0,,,,indole_p --> indole_e
INDOLEtex_reverse_num3,0.0,,,,indole_p --> indole_e
INDOLEtex_reverse_num4,0.0,,,,indole_p --> indole_e
L_LACtex_reverse_num2,0.0,,,,lac__L_p --> lac__L_e
L_LACtex_reverse_num3,0.0,,,,lac__L_p --> lac__L_e
L_LACtex_reverse_num4,0.0,,,,lac__L_p --> lac__L_e
ADEt2rpp_reverse_num2,0.0,,,,ade_c + h_c --> ade_p + h_p
ADEt2rpp_reverse_num3,0.0,,,,ade_c + h_c --> ade_p + h_p
ECOAH8_reverse_num2,0.0,24530.3731,159.1878,154.09706709999998,h2o_c + od2coa_c --> 3hodcoa_c
GUAtpp_reverse_num2,0.0,,,,gua_c --> gua_p
HYXNtpp_reverse_num2,0.0,,,,hxan_c --> hxan_p
GLCRtex_reverse_num2,0.0,,,,glcr_p --> glcr_e
GLCRtex_reverse_num3,0.0,,,,glcr_p --> glcr_e
GLCRtex_reverse_num4,0.0,,,,glcr_p --> glcr_e
GLCNtex_reverse_num2,0.0,,,,glcn_p --> glcn_e
GLCNtex_reverse_num3,0.0,,,,glcn_p --> glcn_e
GLCNtex_reverse_num4,0.0,,,,glcn_p --> glcn_e
GLCURtex_reverse_num2,0.0,,,,glcur_p --> glcur_e
GLCURtex_reverse_num3,0.0,,,,glcur_p --> glcur_e
GLCURtex_reverse_num4,0.0,,,,glcur_p --> glcur_e
GLNtex_reverse_num2,0.0,,,,gln__L_p --> gln__L_e
GLNtex_reverse_num3,0.0,,,,gln__L_p --> gln__L_e
GLNtex_reverse_num4,0.0,,,,gln__L_p --> gln__L_e
O2tex_reverse_num2,0.0,,,,o2_p --> o2_e
O2tex_reverse_num3,0.0,,,,o2_p --> o2_e
O2tex_reverse_num4,0.0,,,,o2_p --> o2_e
OCTAtex_reverse_num2,0.0,,,,octa_p --> octa_e
OCTAtex_reverse_num3,0.0,,,,octa_p --> octa_e
OCTAtex_reverse_num4,0.0,,,,octa_p --> octa_e
ORNtex_reverse_num2,0.0,,,,orn_p --> orn_e
ORNtex_reverse_num3,0.0,,,,orn_p --> orn_e
ORNtex_reverse_num4,0.0,,,,orn_p --> orn_e
ECOAH5_reverse_num2,0.0,31162.6381,159.1878,195.7602159,dd2coa_c + h2o_c --> 3hddcoa_c
RMNtex_reverse_num2,0.0,,,,rmn_p --> rmn_e
RMNtex_reverse_num3,0.0,,,,rmn_p --> rmn_e
RMNtex_reverse_num4,0.0,,,,rmn_p --> rmn_e
PHEtex_reverse_num2,0.0,,,,phe__L_p --> phe__L_e
PHEtex_reverse_num3,0.0,,,,phe__L_p --> phe__L_e
PHEtex_reverse_num4,0.0,,,,phe__L_p --> phe__L_e
PItex_reverse_num2,0.0,,,,pi_p --> pi_e
PItex_reverse_num3,0.0,,,,pi_p --> pi_e
PItex_reverse_num4,0.0,,,,pi_p --> pi_e
TRSARr_reverse_num2,0.0,21843.31589,30.4274,717.8830886,glyc__R_c + nad_c --> 2h3oppan_c + h_c + nadh_c
PNTOtex_reverse_num2,0.0,,,,pnto__R_p --> pnto__R_e
PNTOtex_reverse_num3,0.0,,,,pnto__R_p --> pnto__R_e
PNTOtex_reverse_num4,0.0,,,,pnto__R_p --> pnto__R_e
PPPNtex_reverse_num2,0.0,,,,pppn_p --> pppn_e
PPPNtex_reverse_num3,0.0,,,,pppn_p --> pppn_e
PPPNtex_reverse_num4,0.0,,,,pppn_p --> pppn_e
PPTtex_reverse_num2,0.0,,,,ppt_p --> ppt_e
PPTtex_reverse_num3,0.0,,,,ppt_p --> ppt_e
PPTtex_reverse_num4,0.0,,,,ppt_p --> ppt_e
PTRCtex_reverse_num2,0.0,,,,ptrc_p --> ptrc_e
PTRCtex_reverse_num3,0.0,,,,ptrc_p --> ptrc_e
PTRCtex_reverse_num4,0.0,,,,ptrc_p --> ptrc_e
PYRtex_reverse_num2,0.0,,,,pyr_p --> pyr_e
PYRtex_reverse_num3,0.0,,,,pyr_p --> pyr_e
PYRtex_reverse_num4,0.0,,,,pyr_p --> pyr_e
DSERtex_reverse_num2,0.0,,,,ser__D_p --> ser__D_e
DSERtex_reverse_num3,0.0,,,,ser__D_p --> ser__D_e
DSERtex_reverse_num4,0.0,,,,ser__D_p --> ser__D_e
SERtex_reverse_num2,0.0,,,,ser__L_p --> ser__L_e
SERtex_reverse_num3,0.0,,,,ser__L_p --> ser__L_e
SERtex_reverse_num4,0.0,,,,ser__L_p --> ser__L_e
SO4tex_reverse_num2,0.0,,,,so4_p --> so4_e
SO4tex_reverse_num3,0.0,,,,so4_p --> so4_e
SO4tex_reverse_num4,0.0,,,,so4_p --> so4_e
SPMDtex_reverse_num2,0.0,,,,spmd_p --> spmd_e
SPMDtex_reverse_num3,0.0,,,,spmd_p --> spmd_e
SPMDtex_reverse_num4,0.0,,,,spmd_p --> spmd_e
SUCCtex_reverse_num2,0.0,,,,succ_p --> succ_e
SUCCtex_reverse_num3,0.0,,,,succ_p --> succ_e
SUCCtex_reverse_num4,0.0,,,,succ_p --> succ_e
SUCRtex_reverse_num2,0.0,,,,sucr_p --> sucr_e
SUCRtex_reverse_num3,0.0,,,,sucr_p --> sucr_e
SUCRtex_reverse_num4,0.0,,,,sucr_p --> sucr_e
TARTRtex_reverse_num2,0.0,,,,tartr__L_p --> tartr__L_e
TARTRtex_reverse_num3,0.0,,,,tartr__L_p --> tartr__L_e
TARTRtex_reverse_num4,0.0,,,,tartr__L_p --> tartr__L_e
TAURtex_reverse_num2,0.0,,,,taur_p --> taur_e
TAURtex_reverse_num3,0.0,,,,taur_p --> taur_e
TAURtex_reverse_num4,0.0,,,,taur_p --> taur_e
THRtex_reverse_num2,0.0,,,,thr__L_p --> thr__L_e
THRtex_reverse_num3,0.0,,,,thr__L_p --> thr__L_e
THRtex_reverse_num4,0.0,,,,thr__L_p --> thr__L_e
THMDtex_reverse_num2,0.0,,,,thymd_p --> thymd_e
THMDtex_reverse_num3,0.0,,,,thymd_p --> thymd_e
THMDtex_reverse_num4,0.0,,,,thymd_p --> thymd_e
METDtex_reverse_num2,0.0,,,,met__D_p --> met__D_e
METDtex_reverse_num3,0.0,,,,met__D_p --> met__D_e
METDtex_reverse_num4,0.0,,,,met__D_p --> met__D_e
METtex_reverse_num2,0.0,,,,met__L_p --> met__L_e
METtex_reverse_num3,0.0,,,,met__L_p --> met__L_e
METtex_reverse_num4,0.0,,,,met__L_p --> met__L_e
MNLtex_reverse_num2,0.0,,,,mnl_p --> mnl_e
MNLtex_reverse_num3,0.0,,,,mnl_p --> mnl_e
MNLtex_reverse_num4,0.0,,,,mnl_p --> mnl_e
NAtex_reverse_num2,0.0,,,,na1_p --> na1_e
NAtex_reverse_num3,0.0,,,,na1_p --> na1_e
NAtex_reverse_num4,0.0,,,,na1_p --> na1_e
NACtex_reverse_num2,0.0,,,,nac_p --> nac_e
NACtex_reverse_num3,0.0,,,,nac_p --> nac_e
NACtex_reverse_num4,0.0,,,,nac_p --> nac_e
NH4tex_reverse_num2,0.0,,,,nh4_p --> nh4_e
NH4tex_reverse_num3,0.0,,,,nh4_p --> nh4_e
NH4tex_reverse_num4,0.0,,,,nh4_p --> nh4_e
BUTtex_reverse_num2,0.0,,,,but_p --> but_e
BUTtex_reverse_num3,0.0,,,,but_p --> but_e
BUTtex_reverse_num4,0.0,,,,but_p --> but_e
CHLtex_reverse_num2,0.0,,,,chol_p --> chol_e
CHLtex_reverse_num3,0.0,,,,chol_p --> chol_e
CHLtex_reverse_num4,0.0,,,,chol_p --> chol_e
CO2tex_reverse_num2,0.0,,,,co2_p --> co2_e
CO2tex_reverse_num3,0.0,,,,co2_p --> co2_e
CO2tex_reverse_num4,0.0,,,,co2_p --> co2_e
CRNtex_reverse_num2,0.0,,,,crn_p --> crn_e
CRNtex_reverse_num3,0.0,,,,crn_p --> crn_e
CRNtex_reverse_num4,0.0,,,,crn_p --> crn_e
DINStex_reverse_num2,0.0,,,,din_p --> din_e
DINStex_reverse_num3,0.0,,,,din_p --> din_e
DINStex_reverse_num4,0.0,,,,din_p --> din_e
DMStex_reverse_num2,0.0,,,,dms_p --> dms_e
DMStex_reverse_num3,0.0,,,,dms_p --> dms_e
DMStex_reverse_num4,0.0,,,,dms_p --> dms_e
CSNtex_reverse_num2,0.0,,,,csn_p --> csn_e
CSNtex_reverse_num3,0.0,,,,csn_p --> csn_e
CSNtex_reverse_num4,0.0,,,,csn_p --> csn_e
CYNTtex_reverse_num2,0.0,,,,cynt_p --> cynt_e
CYNTtex_reverse_num3,0.0,,,,cynt_p --> cynt_e
CYNTtex_reverse_num4,0.0,,,,cynt_p --> cynt_e
CYStex_reverse_num2,0.0,,,,cys__L_p --> cys__L_e
CYStex_reverse_num3,0.0,,,,cys__L_p --> cys__L_e
CYStex_reverse_num4,0.0,,,,cys__L_p --> cys__L_e
CYTDtex_reverse_num2,0.0,,,,cytd_p --> cytd_e
CYTDtex_reverse_num3,0.0,,,,cytd_p --> cytd_e
CYTDtex_reverse_num4,0.0,,,,cytd_p --> cytd_e
DCAtex_reverse_num2,0.0,,,,dca_p --> dca_e
DCAtex_reverse_num3,0.0,,,,dca_p --> dca_e
DCAtex_reverse_num4,0.0,,,,dca_p --> dca_e
DGSNtex_reverse_num2,0.0,,,,dgsn_p --> dgsn_e
DGSNtex_reverse_num3,0.0,,,,dgsn_p --> dgsn_e
DGSNtex_reverse_num4,0.0,,,,dgsn_p --> dgsn_e
LCTStex_reverse_num2,0.0,,,,lcts_p --> lcts_e
LCTStex_reverse_num3,0.0,,,,lcts_p --> lcts_e
LCTStex_reverse_num4,0.0,,,,lcts_p --> lcts_e
LEUtex_reverse_num2,0.0,,,,leu__L_p --> leu__L_e
LEUtex_reverse_num3,0.0,,,,leu__L_p --> leu__L_e
LEUtex_reverse_num4,0.0,,,,leu__L_p --> leu__L_e
LYStex_reverse_num2,0.0,,,,lys__L_p --> lys__L_e
LYStex_reverse_num3,0.0,,,,lys__L_p --> lys__L_e
LYStex_reverse_num4,0.0,,,,lys__L_p --> lys__L_e
LYXtex_reverse_num2,0.0,,,,lyx__L_p --> lyx__L_e
LYXtex_reverse_num3,0.0,,,,lyx__L_p --> lyx__L_e
LYXtex_reverse_num4,0.0,,,,lyx__L_p --> lyx__L_e
MANtex_reverse_num2,0.0,,,,man_p --> man_e
MANtex_reverse_num3,0.0,,,,man_p --> man_e
MANtex_reverse_num4,0.0,,,,man_p --> man_e
MAN6Ptex_reverse_num2,0.0,,,,man6p_p --> man6p_e
MAN6Ptex_reverse_num3,0.0,,,,man6p_p --> man6p_e
MAN6Ptex_reverse_num4,0.0,,,,man6p_p --> man6p_e
MELIBtex_reverse_num2,0.0,,,,melib_p --> melib_e
MELIBtex_reverse_num3,0.0,,,,melib_p --> melib_e
MELIBtex_reverse_num4,0.0,,,,melib_p --> melib_e
DMSOtex_reverse_num2,0.0,,,,dmso_p --> dmso_e
DMSOtex_reverse_num3,0.0,,,,dmso_p --> dmso_e
DMSOtex_reverse_num4,0.0,,,,dmso_p --> dmso_e
FRUtex_reverse_num2,0.0,,,,fru_p --> fru_e
FRUtex_reverse_num3,0.0,,,,fru_p --> fru_e
FRUtex_reverse_num4,0.0,,,,fru_p --> fru_e
FUCtex_reverse_num2,0.0,,,,fuc__L_p --> fuc__L_e
FUCtex_reverse_num3,0.0,,,,fuc__L_p --> fuc__L_e
FUCtex_reverse_num4,0.0,,,,fuc__L_p --> fuc__L_e
FUMtex_reverse_num2,0.0,,,,fum_p --> fum_e
FUMtex_reverse_num3,0.0,,,,fum_p --> fum_e
FUMtex_reverse_num4,0.0,,,,fum_p --> fum_e
FE2tex_reverse_num2,0.0,,,,fe2_p --> fe2_e
FE2tex_reverse_num3,0.0,,,,fe2_p --> fe2_e
FE2tex_reverse_num4,0.0,,,,fe2_p --> fe2_e
NMNtex_reverse_num2,0.0,,,,nmn_p --> nmn_e
NMNtex_reverse_num3,0.0,,,,nmn_p --> nmn_e
NMNtex_reverse_num4,0.0,,,,nmn_p --> nmn_e
NO2tex_reverse_num2,0.0,,,,no2_p --> no2_e
NO2tex_reverse_num3,0.0,,,,no2_p --> no2_e
NO2tex_reverse_num4,0.0,,,,no2_p --> no2_e
GDPtex_reverse_num2,0.0,,,,gdp_p --> gdp_e
GDPtex_reverse_num3,0.0,,,,gdp_p --> gdp_e
GDPtex_reverse_num4,0.0,,,,gdp_p --> gdp_e
TMAtex_reverse_num2,0.0,,,,tma_p --> tma_e
TMAtex_reverse_num3,0.0,,,,tma_p --> tma_e
TMAtex_reverse_num4,0.0,,,,tma_p --> tma_e
TMAOtex_reverse_num2,0.0,,,,tmao_p --> tmao_e
TMAOtex_reverse_num3,0.0,,,,tmao_p --> tmao_e
TMAOtex_reverse_num4,0.0,,,,tmao_p --> tmao_e
TREtex_reverse_num2,0.0,,,,tre_p --> tre_e
TREtex_reverse_num3,0.0,,,,tre_p --> tre_e
TREtex_reverse_num4,0.0,,,,tre_p --> tre_e
TRPtex_reverse_num2,0.0,,,,trp__L_p --> trp__L_e
TRPtex_reverse_num3,0.0,,,,trp__L_p --> trp__L_e
TRPtex_reverse_num4,0.0,,,,trp__L_p --> trp__L_e
TSULtex_reverse_num2,0.0,,,,tsul_p --> tsul_e
TSULtex_reverse_num3,0.0,,,,tsul_p --> tsul_e
TSULtex_reverse_num4,0.0,,,,tsul_p --> tsul_e
TYRtex_reverse_num2,0.0,,,,tyr__L_p --> tyr__L_e
TYRtex_reverse_num3,0.0,,,,tyr__L_p --> tyr__L_e
TYRtex_reverse_num4,0.0,,,,tyr__L_p --> tyr__L_e
URAtex_reverse_num2,0.0,,,,ura_p --> ura_e
URAtex_reverse_num3,0.0,,,,ura_p --> ura_e
URAtex_reverse_num4,0.0,,,,ura_p --> ura_e
UREAtex_reverse_num2,0.0,,,,urea_p --> urea_e
UREAtex_reverse_num3,0.0,,,,urea_p --> urea_e
UREAtex_reverse_num4,0.0,,,,urea_p --> urea_e
VALtex_reverse_num2,0.0,,,,val__L_p --> val__L_e
VALtex_reverse_num3,0.0,,,,val__L_p --> val__L_e
VALtex_reverse_num4,0.0,,,,val__L_p --> val__L_e
XANtex_reverse_num2,0.0,,,,xan_p --> xan_e
XANtex_reverse_num3,0.0,,,,xan_p --> xan_e
XANtex_reverse_num4,0.0,,,,xan_p --> xan_e
XYLtex_reverse_num2,0.0,,,,xyl__D_p --> xyl__D_e
XYLtex_reverse_num3,0.0,,,,xyl__D_p --> xyl__D_e
XYLtex_reverse_num4,0.0,,,,xyl__D_p --> xyl__D_e
ABUTtex_reverse_num2,0.0,,,,4abut_p --> 4abut_e
ABUTtex_reverse_num3,0.0,,,,4abut_p --> 4abut_e
ABUTtex_reverse_num4,0.0,,,,4abut_p --> 4abut_e
23CAMPtex_reverse_num2,0.0,,,,23camp_p --> 23camp_e
23CAMPtex_reverse_num3,0.0,,,,23camp_p --> 23camp_e
23CAMPtex_reverse_num4,0.0,,,,23camp_p --> 23camp_e
23CCMPtex_reverse_num2,0.0,,,,23ccmp_p --> 23ccmp_e
23CCMPtex_reverse_num3,0.0,,,,23ccmp_p --> 23ccmp_e
23CCMPtex_reverse_num4,0.0,,,,23ccmp_p --> 23ccmp_e
23CUMPtex_reverse_num2,0.0,,,,23cump_p --> 23cump_e
23CUMPtex_reverse_num3,0.0,,,,23cump_p --> 23cump_e
23CUMPtex_reverse_num4,0.0,,,,23cump_p --> 23cump_e
23CGMPtex_reverse_num2,0.0,,,,23cgmp_p --> 23cgmp_e
