,fluxes,kcat,MW,kcat_MW,enz,equ
GLCRt2rpp_num2,0,,,,,glcr_p + h_p --> glcr_c + h_c
GLCURt2rpp_num2,0,,,,,glcur_p + h_p --> glcur_c + h_c
XTSNtex_num2,0,,,,,xtsn_e --> xtsn_p
XTSNtex_num3,0,,,,,xtsn_e --> xtsn_p
XTSNtex_num4,0,,,,,xtsn_e --> xtsn_p
XANt2pp_num2,0,,,,,h_p + xan_p --> h_c + xan_c
XANt2pp_num3,0,,,,,h_p + xan_p --> h_c + xan_c
SPMDabcpp_num2,0,,,,,atp_c + h2o_c + spmd_p --> adp_c + h_c + pi_c + spmd_c
HG2tex_num2,0,,,,,hg2_e --> hg2_p
HG2tex_num3,0,,,,,hg2_e --> hg2_p
HG2tex_num4,0,,,,,hg2_e --> hg2_p
DHAtex_num2,0,,,,,dha_e --> dha_p
DHAtex_num3,0,,,,,dha_e --> dha_p
DHAtex_num4,0,,,,,dha_e --> dha_p
ETOHtex_num2,0,,,,,etoh_e --> etoh_p
ETOHtex_num3,0,,,,,etoh_e --> etoh_p
ETOHtex_num4,0,,,,,etoh_e --> etoh_p
ACACtex_num2,0,,,,,acac_e --> acac_p
ACACtex_num3,0,,,,,acac_e --> acac_p
ACACtex_num4,0,,,,,acac_e --> acac_p
ACNAMtex_num2,0,,,,,acnam_e --> acnam_p
ACNAMtex_num3,0,,,,,acnam_e --> acnam_p
H2Stex_num2,0,,,,,h2s_e --> h2s_p
H2Stex_num3,0,,,,,h2s_e --> h2s_p
H2Stex_num4,0,,,,,h2s_e --> h2s_p
FORt2pp_num2,0,,,,,for_p + h_p --> for_c + h_c
4PEPTtex_num2,0,,,,,LalaDgluMdapDala_e --> LalaDgluMdapDala_p
4PEPTtex_num3,0,,,,,LalaDgluMdapDala_e --> LalaDgluMdapDala_p
4PEPTtex_num4,0,,,,,LalaDgluMdapDala_e --> LalaDgluMdapDala_p
GALabcpp_num2,0,,,,,atp_c + gal_p + h2o_c --> adp_c + gal_c + h_c + pi_c
GLYCLTt2rpp_num2,0,,,,,glyclt_p + h_p --> glyclt_c + h_c
CU2tex_num2,0,,,,,cu2_e --> cu2_p
CU2tex_num3,0,,,,,cu2_e --> cu2_p
CU2tex_num4,0,,,,,cu2_e --> cu2_p
CLtex_num2,0,,,,,cl_e --> cl_p
CLtex_num3,0,,,,,cl_e --> cl_p
CLtex_num4,0,,,,,cl_e --> cl_p
CELBpts_num2,0,,,,,cellb_e + pep_c --> 6pgg_c + pyr_c
Kt3pp_num2,0,,,,,h_p + k_c --> h_c + k_p
Kt3pp_num3,0,,,,,h_p + k_c --> h_c + k_p
Kt3pp_num4,0,,,,,h_p + k_c --> h_c + k_p
PROtex_num2,0,,,,,pro__L_e --> pro__L_p
PROtex_num3,0,,,,,pro__L_e --> pro__L_p
PROtex_num4,0,,,,,pro__L_e --> pro__L_p
SBTtex_num2,0,,,,,sbt__D_e --> sbt__D_p
SBTtex_num3,0,,,,,sbt__D_e --> sbt__D_p
SBTtex_num4,0,,,,,sbt__D_e --> sbt__D_p
AKGtex_num2,0,,,,,akg_e --> akg_p
AKGtex_num3,0,,,,,akg_e --> akg_p
AKGtex_num4,0,,,,,akg_e --> akg_p
ALLTNtex_num2,0,,,,,alltn_e --> alltn_p
ALLTNtex_num3,0,,,,,alltn_e --> alltn_p
ALLTNtex_num4,0,,,,,alltn_e --> alltn_p
ASNtex_num2,0,,,,,asn__L_e --> asn__L_p
ASNtex_num3,0,,,,,asn__L_e --> asn__L_p
ASNtex_num4,0,,,,,asn__L_e --> asn__L_p
THRt2pp_num2,0,,,,,h_p + thr__L_c --> h_c + thr__L_p
TYMtex_num2,0,,,,,tym_e --> tym_p
TYMtex_num3,0,,,,,tym_e --> tym_p
TYMtex_num4,0,,,,,tym_e --> tym_p
CMPtex_num2,0,,,,,cmp_e --> cmp_p
CMPtex_num3,0,,,,,cmp_e --> cmp_p
CMPtex_num4,0,,,,,cmp_e --> cmp_p
DUMPtex_num2,0,,,,,dump_e --> dump_p
DUMPtex_num3,0,,,,,dump_e --> dump_p
DUMPtex_num4,0,,,,,dump_e --> dump_p
XMPtex_num2,0,,,,,xmp_e --> xmp_p
XMPtex_num3,0,,,,,xmp_e --> xmp_p
XMPtex_num4,0,,,,,xmp_e --> xmp_p
3PEPTtex_num2,0,,,,,LalaDgluMdap_e --> LalaDgluMdap_p
3PEPTtex_num3,0,,,,,LalaDgluMdap_e --> LalaDgluMdap_p
3PEPTtex_num4,0,,,,,LalaDgluMdap_e --> LalaDgluMdap_p
ANHGMtex_num2,0,,,,,anhgm_e --> anhgm_p
ANHGMtex_num3,0,,,,,anhgm_e --> anhgm_p
ANHGMtex_num4,0,,,,,anhgm_e --> anhgm_p
FALDtex_num2,0,,,,,fald_e --> fald_p
FALDtex_num3,0,,,,,fald_e --> fald_p
FALDtex_num4,0,,,,,fald_e --> fald_p
CYSDtex_num2,0,,,,,cys__D_e --> cys__D_p
CYSDtex_num3,0,,,,,cys__D_e --> cys__D_p
CYSDtex_num4,0,,,,,cys__D_e --> cys__D_p
G3PItex_num2,0,,,,,g3pi_e --> g3pi_p
G3PItex_num3,0,,,,,g3pi_e --> g3pi_p
G3PItex_num4,0,,,,,g3pi_e --> g3pi_p
G3PGtex_num2,0,,,,,g3pg_e --> g3pg_p
G3PGtex_num3,0,,,,,g3pg_e --> g3pg_p
G3PGtex_num4,0,,,,,g3pg_e --> g3pg_p
G3PEtex_num2,0,,,,,g3pe_e --> g3pe_p
G3PEtex_num3,0,,,,,g3pe_e --> g3pe_p
G3PEtex_num4,0,,,,,g3pe_e --> g3pe_p
G3PCtex_num2,0,,,,,g3pc_e --> g3pc_p
G3PCtex_num3,0,,,,,g3pc_e --> g3pc_p
G3PCtex_num4,0,,,,,g3pc_e --> g3pc_p
DAMPtex_num2,0,,,,,damp_e --> damp_p
DAMPtex_num3,0,,,,,damp_e --> damp_p
DAMPtex_num4,0,,,,,damp_e --> damp_p
DCMPtex_num2,0,,,,,dcmp_e --> dcmp_p
DCMPtex_num3,0,,,,,dcmp_e --> dcmp_p
DCMPtex_num4,0,,,,,dcmp_e --> dcmp_p
DGMPtex_num2,0,,,,,dgmp_e --> dgmp_p
DGMPtex_num3,0,,,,,dgmp_e --> dgmp_p
DGMPtex_num4,0,,,,,dgmp_e --> dgmp_p
DTMPtex_num2,0,,,,,dtmp_e --> dtmp_p
DTMPtex_num3,0,,,,,dtmp_e --> dtmp_p
DTMPtex_num4,0,,,,,dtmp_e --> dtmp_p
GMPtex_num2,0,,,,,gmp_e --> gmp_p
GMPtex_num3,0,,,,,gmp_e --> gmp_p
GMPtex_num4,0,,,,,gmp_e --> gmp_p
IMPtex_num2,0,,,,,imp_e --> imp_p
IMPtex_num3,0,,,,,imp_e --> imp_p
IMPtex_num4,0,,,,,imp_e --> imp_p
UMPtex_num2,0,,,,,ump_e --> ump_p
UMPtex_num3,0,,,,,ump_e --> ump_p
UMPtex_num4,0,,,,,ump_e --> ump_p
G1Ptex_num2,0,,,,,g1p_e --> g1p_p
G1Ptex_num3,0,,,,,g1p_e --> g1p_p
G1Ptex_num4,0,,,,,g1p_e --> g1p_p
ZN2t3pp_num2,0,,,,,h_p + zn2_c --> h_c + zn2_p
SKMtex_num2,0,,,,,skm_e --> skm_p
SKMtex_num3,0,,,,,skm_e --> skm_p
SKMtex_num4,0,,,,,skm_e --> skm_p
MNtex_num2,0,,,,,mn2_e --> mn2_p
MNtex_num3,0,,,,,mn2_e --> mn2_p
MNtex_num4,0,,,,,mn2_e --> mn2_p
GAL1Ptex_num2,0,,,,,gal1p_e --> gal1p_p
GAL1Ptex_num3,0,,,,,gal1p_e --> gal1p_p
GAL1Ptex_num4,0,,,,,gal1p_e --> gal1p_p
O2Stex_num2,0,,,,,o2s_e --> o2s_p
O2Stex_num3,0,,,,,o2s_e --> o2s_p
O2Stex_num4,0,,,,,o2s_e --> o2s_p
HOMt2pp_num2,0,,,,,h_p + hom__L_c --> h_c + hom__L_p
HOMtex_num2,0,,,,,hom__L_e --> hom__L_p
HOMtex_num3,0,,,,,hom__L_e --> hom__L_p
HOMtex_num4,0,,,,,hom__L_e --> hom__L_p
SO2tex_num2,0,,,,,so2_e --> so2_p
SO2tex_num3,0,,,,,so2_e --> so2_p
SO2tex_num4,0,,,,,so2_e --> so2_p
CYStpp_num2,0,,,,,cys__L_c --> cys__L_p
ACSERtpp_num2,0,,,,,acser_c --> acser_p
ACSERtex_num2,0,,,,,acser_e --> acser_p
ACSERtex_num3,0,,,,,acser_e --> acser_p
ACSERtex_num4,0,,,,,acser_e --> acser_p
ALAALAtex_num2,0,,,,,alaala_e --> alaala_p
ALAALAtex_num3,0,,,,,alaala_e --> alaala_p
ALAALAtex_num4,0,,,,,alaala_e --> alaala_p
MALtex_num2,0,,,,,mal__L_e --> mal__L_p
MALtex_num3,0,,,,,mal__L_e --> mal__L_p
MALtex_num4,0,,,,,mal__L_e --> mal__L_p
NO3tex_num2,0,,,,,no3_e --> no3_p
NO3tex_num3,0,,,,,no3_e --> no3_p
NO3tex_num4,0,,,,,no3_e --> no3_p
URAt2pp_num2,0,,,,,h_p + ura_p --> h_c + ura_c
ALAALAabcpp_num2,0,,,,,alaala_p + atp_c + h2o_c --> adp_c + alaala_c + h_c + pi_c
GSNtex_num2,0,,,,,gsn_e --> gsn_p
GSNtex_num3,0,,,,,gsn_e --> gsn_p
GSNtex_num4,0,,,,,gsn_e --> gsn_p
FORtex_num2,0,,,,,for_e --> for_p
FORtex_num3,0,,,,,for_e --> for_p
FORtex_num4,0,,,,,for_e --> for_p
D_LACt2pp_num2,0,,,,,h_p + lac__D_p --> h_c + lac__D_c
RIBtex_num2,0,,,,,rib__D_e --> rib__D_p
RIBtex_num3,0,,,,,rib__D_e --> rib__D_p
RIBtex_num4,0,,,,,rib__D_e --> rib__D_p
THMtex_num2,0,,,,,thm_e --> thm_p
THMtex_num3,0,,,,,thm_e --> thm_p
THMtex_num4,0,,,,,thm_e --> thm_p
XYLUtex_num2,0,,,,,xylu__L_e --> xylu__L_p
XYLUtex_num3,0,,,,,xylu__L_e --> xylu__L_p
XYLUtex_num4,0,,,,,xylu__L_e --> xylu__L_p
ALLtex_num2,0,,,,,all__D_e --> all__D_p
ALLtex_num3,0,,,,,all__D_e --> all__D_p
ALLtex_num4,0,,,,,all__D_e --> all__D_p
34dhpactex_num2,0,,,,,34dhpac_e --> 34dhpac_p
34dhpactex_num3,0,,,,,34dhpac_e --> 34dhpac_p
34dhpactex_num4,0,,,,,34dhpac_e --> 34dhpac_p
FE3DHBZStonex_num2,0,,,,,fe3dhbzs_e + h_p --> fe3dhbzs_p + h_c
23DAPPAtex_num2,0,,,,,23dappa_e --> 23dappa_p
23DAPPAtex_num3,0,,,,,23dappa_e --> 23dappa_p
23DAPPAtex_num4,0,,,,,23dappa_e --> 23dappa_p
PHEt2rpp_num2,0,,,,,h_p + phe__L_p --> h_c + phe__L_c
GLCtex_copy2_num2,0,,,,,glc__D_e --> glc__D_p
GLCtex_copy2_num3,0,,,,,glc__D_e --> glc__D_p
GLCtex_copy2_num4,0,,,,,glc__D_e --> glc__D_p
NAt3pp_num2,0,,,,,h_p + na1_c --> h_c + na1_p
PPALtex_num2,0,,,,,ppal_e --> ppal_p
PPALtex_num3,0,,,,,ppal_e --> ppal_p
PPALtex_num4,0,,,,,ppal_e --> ppal_p
CA2tex_num2,0,,,,,ca2_e --> ca2_p
CA2tex_num3,0,,,,,ca2_e --> ca2_p
CA2tex_num4,0,,,,,ca2_e --> ca2_p
CUtex_num2,0,,,,,cu_e --> cu_p
CUtex_num3,0,,,,,cu_e --> cu_p
CUtex_num4,0,,,,,cu_e --> cu_p
12PPDRtex_num2,0,,,,,12ppd__R_e --> 12ppd__R_p
12PPDRtex_num3,0,,,,,12ppd__R_e --> 12ppd__R_p
12PPDRtex_num4,0,,,,,12ppd__R_e --> 12ppd__R_p
F6Ptex_num2,0,,,,,f6p_e --> f6p_p
F6Ptex_num3,0,,,,,f6p_e --> f6p_p
F6Ptex_num4,0,,,,,f6p_e --> f6p_p
GAMAN6Ptex_num2,0,,,,,gam6p_e --> gam6p_p
GAMAN6Ptex_num3,0,,,,,gam6p_e --> gam6p_p
GAMAN6Ptex_num4,0,,,,,gam6p_e --> gam6p_p
PROGLYtex_num2,0,,,,,progly_e --> progly_p
PROGLYtex_num3,0,,,,,progly_e --> progly_p
PROGLYtex_num4,0,,,,,progly_e --> progly_p
CGLYtex_num2,0,,,,,cgly_e --> cgly_p
CGLYtex_num3,0,,,,,cgly_e --> cgly_p
CGLYtex_num4,0,,,,,cgly_e --> cgly_p
GTHOXtex_num2,0,,,,,gthox_e --> gthox_p
GTHOXtex_num3,0,,,,,gthox_e --> gthox_p
GTHOXtex_num4,0,,,,,gthox_e --> gthox_p
GTHRDtex_num2,0,,,,,gthrd_e --> gthrd_p
GTHRDtex_num3,0,,,,,gthrd_e --> gthrd_p
GTHRDtex_num4,0,,,,,gthrd_e --> gthrd_p
GLYBt2pp_num2,0,,,,,glyb_p + h_p --> glyb_c + h_c
LYSt3pp_num2,0,,,,,h_p + lys__L_c --> h_c + lys__L_p
CHLt2pp_num2,0,,,,,chol_p + h_p --> chol_c + h_c
TUNGStex_num2,0,,,,,tungs_e --> tungs_p
TUNGStex_num3,0,,,,,tungs_e --> tungs_p
TUNGStex_num4,0,,,,,tungs_e --> tungs_p
COBALT2tpp_num2,0,,,,,cobalt2_p --> cobalt2_c
COBALT2t3pp_num2,0,,,,,cobalt2_c + h_p --> cobalt2_p + h_c
GALCTNLtex_num2,0,,,,,galctn__L_e --> galctn__L_p
GALCTNLtex_num3,0,,,,,galctn__L_e --> galctn__L_p
GALCTNLtex_num4,0,,,,,galctn__L_e --> galctn__L_p
MALDtex_num2,0,,,,,mal__D_e --> mal__D_p
MALDtex_num3,0,,,,,mal__D_e --> mal__D_p
MALDtex_num4,0,,,,,mal__D_e --> mal__D_p
OROTtex_num2,0,,,,,orot_e --> orot_p
OROTtex_num3,0,,,,,orot_e --> orot_p
OROTtex_num4,0,,,,,orot_e --> orot_p
5DGLCNtex_num2,0,,,,,5dglcn_e --> 5dglcn_p
5DGLCNtex_num3,0,,,,,5dglcn_e --> 5dglcn_p
5DGLCNtex_num4,0,,,,,5dglcn_e --> 5dglcn_p
GLYt2pp_num2,0,,,,,gly_p + h_p --> gly_c + h_c
ALAt2pp_num2,0,,,,,ala__L_p + h_p --> ala__L_c + h_c
NI2t3pp_num2,0,,,,,h_p + ni2_c --> h_c + ni2_p
PPAtex_num2,0,,,,,ppa_e --> ppa_p
PPAtex_num3,0,,,,,ppa_e --> ppa_p
PPAtex_num4,0,,,,,ppa_e --> ppa_p
PSCLYStex_num2,0,,,,,psclys_e --> psclys_p
PSCLYStex_num3,0,,,,,psclys_e --> psclys_p
PSCLYStex_num4,0,,,,,psclys_e --> psclys_p
THYMtex_num2,0,,,,,thym_e --> thym_p
THYMtex_num3,0,,,,,thym_e --> thym_p
THYMtex_num4,0,,,,,thym_e --> thym_p
MN2t3pp_num2,0,,,,,h_p + mn2_c --> h_c + mn2_p
CMtpp_num2,0,,,,,cm_p + h_p --> cm_e + h_c
FUSAtpp_num2,0,,,,,fusa_p + h_p --> fusa_e + h_c
MINCYCtex_num2,0,,,,,mincyc_e --> mincyc_p
MINCYCtex_num3,0,,,,,mincyc_e --> mincyc_p
MINCYCtex_num4,0,,,,,mincyc_e --> mincyc_p
MINCYCtpp_num2,0,,,,,h_p + mincyc_p --> h_c + mincyc_e
DOXRBCNtex_num2,0,,,,,doxrbcn_e --> doxrbcn_p
DOXRBCNtex_num3,0,,,,,doxrbcn_e --> doxrbcn_p
DOXRBCNtex_num4,0,,,,,doxrbcn_e --> doxrbcn_p
DOXRBCNtpp_num2,0,,,,,doxrbcn_p + h_p --> doxrbcn_e + h_c
NOVBCNtpp_num2,0,,,,,h_p + novbcn_p --> h_c + novbcn_e
CMtex_num2,0,,,,,cm_e --> cm_p
CMtex_num3,0,,,,,cm_e --> cm_p
CMtex_num4,0,,,,,cm_e --> cm_p
LALALGLUtex_num2,0,,,,,LalaLglu_e --> LalaLglu_p
LALALGLUtex_num3,0,,,,,LalaLglu_e --> LalaLglu_p
LALALGLUtex_num4,0,,,,,LalaLglu_e --> LalaLglu_p
LALADGLUtpp_num2,0,,,,,LalaDglu_p + h_p --> LalaDglu_c + h_c
LALADGLUtpp_num3,0,,,,,LalaDglu_p + h_p --> LalaDglu_c + h_c
LALADGLUtpp_num4,0,,,,,LalaDglu_p + h_p --> LalaDglu_c + h_c
5MTRtex_num2,0,,,,,5mtr_e --> 5mtr_p
5MTRtex_num3,0,,,,,5mtr_e --> 5mtr_p
5MTRtex_num4,0,,,,,5mtr_e --> 5mtr_p
LALADGLUtex_num2,0,,,,,LalaDglu_e --> LalaDglu_p
LALADGLUtex_num3,0,,,,,LalaDglu_e --> LalaDglu_p
LALADGLUtex_num4,0,,,,,LalaDglu_e --> LalaDglu_p
LALALGLUtpp_num2,0,,,,,LalaLglu_p + h_p --> LalaLglu_c + h_c
LALALGLUtpp_num3,0,,,,,LalaLglu_p + h_p --> LalaLglu_c + h_c
LALALGLUtpp_num4,0,,,,,LalaLglu_p + h_p --> LalaLglu_c + h_c
3HPPtex_num2,0,,,,,3hpp_e --> 3hpp_p
3HPPtex_num3,0,,,,,3hpp_e --> 3hpp_p
3HPPtex_num4,0,,,,,3hpp_e --> 3hpp_p
FUSAtex_num2,0,,,,,fusa_e --> fusa_p
FUSAtex_num3,0,,,,,fusa_e --> fusa_p
FUSAtex_num4,0,,,,,fusa_e --> fusa_p
QUIN2tex_num2,0,,,,,quin_e --> quin_p
QUIN2tex_num3,0,,,,,quin_e --> quin_p
QUIN2tex_num4,0,,,,,quin_e --> quin_p
SELtex_num2,0,,,,,sel_e --> sel_p
SELtex_num3,0,,,,,sel_e --> sel_p
SELtex_num4,0,,,,,sel_e --> sel_p
MEOHtex_num2,0,,,,,meoh_e --> meoh_p
MEOHtex_num3,0,,,,,meoh_e --> meoh_p
MEOHtex_num4,0,,,,,meoh_e --> meoh_p
TTRCYCtex_num2,0,,,,,ttrcyc_e --> ttrcyc_p
TTRCYCtex_num3,0,,,,,ttrcyc_e --> ttrcyc_p
TTRCYCtex_num4,0,,,,,ttrcyc_e --> ttrcyc_p
TTRCYCtpp_num2,0,,,,,h_p + ttrcyc_p --> h_c + ttrcyc_e
SLNTtex_num2,0,,,,,slnt_e --> slnt_p
SLNTtex_num3,0,,,,,slnt_e --> slnt_p
SLNTtex_num4,0,,,,,slnt_e --> slnt_p
RFAMPtpp_num2,0,,,,,h_p + rfamp_p --> h_c + rfamp_e
TARTRDtex_num2,0,,,,,tartr__D_e --> tartr__D_p
TARTRDtex_num3,0,,,,,tartr__D_e --> tartr__D_p
TARTRDtex_num4,0,,,,,tartr__D_e --> tartr__D_p
BTNtex_num2,0,,,,,btn_e --> btn_p
BTNtex_num3,0,,,,,btn_e --> btn_p
BTNtex_num4,0,,,,,btn_e --> btn_p
ARBTptspp_num2,0,,,,,arbt_p + pep_c --> arbt6p_c + pyr_c
ARBTtex_num2,0,,,,,arbt_e --> arbt_p
ARBTtex_num3,0,,,,,arbt_e --> arbt_p
ARBTtex_num4,0,,,,,arbt_e --> arbt_p
PYDXtex_num2,0,,,,,pydx_e --> pydx_p
PYDXtex_num3,0,,,,,pydx_e --> pydx_p
PYDXtex_num4,0,,,,,pydx_e --> pydx_p
SUCASPtpp_num2,0,,,,,asp__L_p + succ_c --> asp__L_c + succ_p
SUCASPtpp_num3,0,,,,,asp__L_p + succ_c --> asp__L_c + succ_p
SUCMALtpp_num2,0,,,,,mal__L_p + succ_c --> mal__L_c + succ_p
SUCMALtpp_num3,0,,,,,mal__L_p + succ_c --> mal__L_c + succ_p
PYDXNtex_num2,0,,,,,pydxn_e --> pydxn_p
PYDXNtex_num3,0,,,,,pydxn_e --> pydxn_p
PYDXNtex_num4,0,,,,,pydxn_e --> pydxn_p
PYDAMtex_num2,0,,,,,pydam_e --> pydam_p
PYDAMtex_num3,0,,,,,pydam_e --> pydam_p
PYDAMtex_num4,0,,,,,pydam_e --> pydam_p
CHTBStex_num2,0,,,,,chtbs_e --> chtbs_p
CHTBStex_num3,0,,,,,chtbs_e --> chtbs_p
CHTBStex_num4,0,,,,,chtbs_e --> chtbs_p
CHTBStex_num5,0,,,,,chtbs_e --> chtbs_p
CRNDtex_num2,0,,,,,crn__D_e --> crn__D_p
CRNDtex_num3,0,,,,,crn__D_e --> crn__D_p
CRNDtex_num4,0,,,,,crn__D_e --> crn__D_p
NADPHHR_num2,0,,,,,h2o_c + nadph_c --> nadphx__R_c
NADPHHS_num2,0,,,,,h2o_c + nadph_c --> nadphx__S_c
NADHHS_num2,0,,,,,h2o_c + nadh_c --> nadhx__S_c
SELabcpp_num2,0,,,,,atp_c + h2o_c + sel_p --> adp_c + h_c + pi_c + sel_c
NADHHR_num2,0,,,,,h2o_c + nadh_c --> nadhx__R_c
DXYLONtex_num2,0,,,,,dxylnt_e --> dxylnt_p
DXYLONtex_num3,0,,,,,dxylnt_e --> dxylnt_p
PSURItex_num2,0,,,,,psuri_e --> psuri_p
PSURItex_num3,0,,,,,psuri_e --> psuri_p
PSURItex_num4,0,,,,,psuri_e --> psuri_p
FMNtex_num2,0,,,,,fmn_p --> fmn_e
FMNtex_num3,0,,,,,fmn_p --> fmn_e
FMNtex_num4,0,,,,,fmn_p --> fmn_e
CLBtex_num2,0,,,,,cellb_e --> cellb_p
CLBtex_num3,0,,,,,cellb_e --> cellb_p
CLBtex_num4,0,,,,,cellb_e --> cellb_p
PIt2rpp_num2,0,,,,,h_p + pi_p --> h_c + pi_c
METt3pp_num2,0,,,,,h_p + met__L_c --> h_c + met__L_p
LEUt3pp_num2,0,,,,,h_p + leu__L_c --> h_c + leu__L_p
FADtex_num2,0,,,,,fad_p --> fad_e
FADtex_num3,0,,,,,fad_p --> fad_e
FADtex_num4,0,,,,,fad_p --> fad_e
2DGLCtex_num2,0,,,,,2dglc_e --> 2dglc_p
2DGLCtex_num3,0,,,,,2dglc_e --> 2dglc_p
2DGLCtex_num4,0,,,,,2dglc_e --> 2dglc_p
URATEtex_num2,0,,,,,urate_e --> urate_p
URATEtex_num3,0,,,,,urate_e --> urate_p
URATEtex_num4,0,,,,,urate_e --> urate_p
Ftex_num2,0,,,,,f_p --> f_e
Ftex_num3,0,,,,,f_p --> f_e
Ftex_num4,0,,,,,f_p --> f_e
CYSItex_num2,0,,,,,cysi__L_e --> cysi__L_p
CYSItex_num3,0,,,,,cysi__L_e --> cysi__L_p
CYSItex_num4,0,,,,,cysi__L_e --> cysi__L_p
CS1tex_num2,0,,,,,cs1_e --> cs1_p
CS1tex_num3,0,,,,,cs1_e --> cs1_p
CS1tex_num4,0,,,,,cs1_e --> cs1_p
MEPNtex_num2,0,,,,,mepn_e --> mepn_p
MEPNtex_num3,0,,,,,mepn_e --> mepn_p
MEPNtex_num4,0,,,,,mepn_e --> mepn_p
4ABZGLUtex_num2,0,,,,,4abzglu_e --> 4abzglu_p
4ABZGLUtex_num3,0,,,,,4abzglu_e --> 4abzglu_p
4ABZGLUtex_num4,0,,,,,4abzglu_e --> 4abzglu_p
SLNTabcpp_num2,0,,,,,atp_c + h2o_c + slnt_p --> adp_c + h_c + pi_c + slnt_c
VALt3pp_num2,0,,,,,h_p + val__L_c --> h_c + val__L_p
METGLCURtex_num2,0,,,,,metglcur_e --> metglcur_p
METGLCURtex_num3,0,,,,,metglcur_e --> metglcur_p
METGLCURtex_num4,0,,,,,metglcur_e --> metglcur_p
AI2tex_num2,0,,,,,mththf_e --> mththf_p
AI2tex_num3,0,,,,,mththf_e --> mththf_p
AI2tex_num4,0,,,,,mththf_e --> mththf_p
CUt2pp_num2,0,,,,,cu_c --> cu_p
CUt2pp_num3,0,,,,,cu_c --> cu_p
CUt2pp_num4,0,,,,,cu_c --> cu_p
CUt2pp_num5,0,,,,,cu_c --> cu_p
CUt2pp_num6,0,,,,,cu_c --> cu_p
CUt2pp_num7,0,,,,,cu_c --> cu_p
SERt2rpp_num2,0,,,,,h_p + ser__L_p --> h_c + ser__L_c
GLUtex_reverse_num2,0,,,,,glu__L_p --> glu__L_e
GLUtex_reverse_num3,0,,,,,glu__L_p --> glu__L_e
GLUtex_reverse_num4,0,,,,,glu__L_p --> glu__L_e
GLYtex_reverse_num2,0,,,,,gly_p --> gly_e
GLYtex_reverse_num3,0,,,,,gly_p --> gly_e
GLYtex_reverse_num4,0,,,,,gly_p --> gly_e
GLYALDtex_reverse_num2,0,,,,,glyald_p --> glyald_e
GLYALDtex_reverse_num3,0,,,,,glyald_p --> glyald_e
GLYALDtex_reverse_num4,0,,,,,glyald_p --> glyald_e
GLYBtex_reverse_num2,0,,,,,glyb_p --> glyb_e
GLYBtex_reverse_num3,0,,,,,glyb_p --> glyb_e
GLYBtex_reverse_num4,0,,,,,glyb_p --> glyb_e
GLYCtex_reverse_num2,0,,,,,glyc_p --> glyc_e
GLYCtex_reverse_num3,0,,,,,glyc_p --> glyc_e
GLYCtex_reverse_num4,0,,,,,glyc_p --> glyc_e
GLYC3Ptex_reverse_num2,0,,,,,glyc3p_p --> glyc3p_e
GLYC3Ptex_reverse_num3,0,,,,,glyc3p_p --> glyc3p_e
GLYC3Ptex_reverse_num4,0,,,,,glyc3p_p --> glyc3p_e
GLYCLTtex_reverse_num2,0,,,,,glyclt_p --> glyclt_e
GLYCLTtex_reverse_num3,0,,,,,glyclt_p --> glyclt_e
GLYCLTtex_reverse_num4,0,,,,,glyclt_p --> glyclt_e
GTPtex_reverse_num2,0,,,,,gtp_p --> gtp_e
GTPtex_reverse_num3,0,,,,,gtp_p --> gtp_e
GTPtex_reverse_num4,0,,,,,gtp_p --> gtp_e
Htex_reverse_num2,0,,,,,h_p --> h_e
Htex_reverse_num3,0,,,,,h_p --> h_e
Htex_reverse_num4,0,,,,,h_p --> h_e
H2tex_reverse_num2,0,,,,,h2_p --> h2_e
H2tex_reverse_num3,0,,,,,h2_p --> h2_e
H2tex_reverse_num4,0,,,,,h2_p --> h2_e
H2Otex_reverse_num2,0,,,,,h2o_p --> h2o_e
H2Otex_reverse_num3,0,,,,,h2o_p --> h2o_e
H2Otex_reverse_num4,0,,,,,h2o_p --> h2o_e
H2Otex_reverse_num5,0,,,,,h2o_p --> h2o_e
H2Otex_reverse_num6,0,,,,,h2o_p --> h2o_e
H2Otex_reverse_num7,0,,,,,h2o_p --> h2o_e
H2Otex_reverse_num8,0,,,,,h2o_p --> h2o_e
DAPtex_reverse_num2,0,,,,,15dap_p --> 15dap_e
DAPtex_reverse_num3,0,,,,,15dap_p --> 15dap_e
DAPtex_reverse_num4,0,,,,,15dap_p --> 15dap_e
12PPDStex_reverse_num2,0,,,,,12ppd__S_p --> 12ppd__S_e
12PPDStex_reverse_num3,0,,,,,12ppd__S_p --> 12ppd__S_e
12PPDStex_reverse_num4,0,,,,,12ppd__S_p --> 12ppd__S_e
DDGLCNtex_reverse_num2,0,,,,,2ddglcn_p --> 2ddglcn_e
DDGLCNtex_reverse_num3,0,,,,,2ddglcn_p --> 2ddglcn_e
DDGLCNtex_reverse_num4,0,,,,,2ddglcn_p --> 2ddglcn_e
26DAHtex_reverse_num2,0,,,,,26dap__M_p --> 26dap__M_e
26DAHtex_reverse_num3,0,,,,,26dap__M_p --> 26dap__M_e
26DAHtex_reverse_num4,0,,,,,26dap__M_p --> 26dap__M_e
HCINNMtex_reverse_num2,0,,,,,3hcinnm_p --> 3hcinnm_e
HCINNMtex_reverse_num3,0,,,,,3hcinnm_p --> 3hcinnm_e
